Time (msec),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (degrees),Fuel Pump Duty (%),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Sum Cylinder 1* (count),Knock Sum Cylinder 2* (count),Knock Sum Cylinder 3* (count),Knock Sum Cylinder 4* (count),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Target Boost (2-byte)** (psi relative sea level),Boost Error* (psi),Feedback Knock Correction (1-byte)** (degrees),IAM (multiplier),Ignition Total Timing (degrees),Throttle Plate Opening Angle (2-byte)** (%),Final Fueling Base (2-byte)* (lambda),Throttle Opening Angle (%)
16168,0.28,748,0.00,0.00,33.33,1.44,63,0,0,0,2,3.52,0.00,-4.64,5.31,0.00,1.0000,15.00,2.92,0.99,3.14
16312,0.28,751,0.00,0.00,33.33,1.45,63,0,0,0,2,3.62,0.00,-4.64,5.30,0.00,1.0000,15.00,2.92,0.99,3.14
16348,0.29,761,0.00,0.00,33.33,1.44,63,0,0,0,2,3.62,0.00,-4.64,5.30,0.00,1.0000,15.00,2.92,0.99,3.14
16500,0.29,760,0.00,0.00,33.33,1.44,63,0,0,0,2,3.53,0.00,-4.64,5.31,0.00,1.0000,15.00,2.92,0.99,3.14
16577,0.28,766,0.00,0.00,33.33,1.46,63,0,0,0,2,3.57,0.00,-4.64,5.31,0.00,1.0000,14.00,2.92,0.99,3.14
16700,0.29,756,0.00,0.00,33.33,1.47,63,0,0,0,2,3.69,0.00,-4.64,5.32,0.00,1.0000,14.00,2.92,0.99,3.14
16734,0.29,757,0.00,0.00,33.33,1.46,63,0,0,0,2,3.67,0.00,-4.64,5.31,0.00,1.0000,14.00,2.92,0.99,3.14
16893,0.28,759,0.00,0.00,33.33,1.47,63,0,0,0,2,3.62,0.00,-4.64,5.34,0.00,1.0000,14.50,2.92,0.99,3.14
16919,0.28,774,0.00,0.00,33.33,1.46,63,0,0,0,2,3.62,0.00,-4.64,5.34,0.00,1.0000,14.00,2.92,0.99,3.14
17091,0.28,776,0.00,0.00,33.33,1.48,63,0,0,0,2,3.67,0.00,-4.64,5.35,0.00,1.0000,13.50,2.92,0.99,3.14
17105,0.29,771,0.00,0.00,33.33,1.47,63,0,0,0,2,3.64,0.00,-4.64,5.37,0.00,1.0000,13.50,2.92,0.99,3.14
17280,0.29,768,0.00,0.00,33.33,1.48,63,0,0,0,2,3.69,0.00,-4.64,5.38,0.00,1.0000,13.50,2.92,0.99,3.14
17297,0.29,764,0.00,0.00,33.33,1.48,63,0,0,0,2,3.74,0.00,-4.64,5.37,0.00,1.0000,14.00,2.92,0.99,3.14
17450,0.29,763,0.00,0.00,33.33,1.48,63,0,0,0,2,3.72,0.00,-4.64,5.36,0.00,1.0000,14.00,2.92,0.99,3.14
17484,0.28,773,0.00,0.00,33.33,1.47,63,0,0,0,2,3.52,0.00,-4.64,5.38,0.00,1.0000,14.00,2.92,0.99,3.14
17636,0.28,770,0.00,0.00,33.33,1.47,63,0,0,0,2,3.55,0.00,-4.64,5.38,0.00,1.0000,14.00,2.92,0.99,3.14
17671,0.28,775,0.00,0.00,33.33,1.49,63,0,0,0,2,3.64,0.00,-4.64,5.38,0.00,1.0000,13.50,2.92,0.99,3.14
17786,0.29,757,0.00,0.00,33.33,1.48,63,0,0,0,2,3.69,0.00,-4.64,5.38,0.00,1.0000,14.50,2.92,0.99,3.14
17786,0.29,765,0.00,0.00,33.33,1.48,63,0,0,0,2,3.74,0.00,-4.64,5.38,0.00,1.0000,13.50,2.92,0.99,3.14
17855,0.29,752,0.00,0.00,33.33,1.44,63,0,0,0,2,3.72,0.00,-4.64,5.37,0.00,1.0000,15.00,2.92,0.99,3.14
18082,0.29,772,0.00,0.00,33.33,1.46,63,0,0,0,2,3.74,0.00,-4.64,5.36,0.00,1.0000,14.50,2.92,0.99,3.14
18153,0.29,771,0.00,0.00,33.33,1.47,63,0,0,0,2,3.69,0.00,-4.64,5.37,0.00,1.0000,13.50,2.92,0.99,3.14
18153,0.29,766,0.00,0.00,33.33,1.47,63,0,0,0,2,3.69,0.00,-4.64,5.37,0.00,1.0000,14.00,2.92,0.99,3.14
18312,0.29,762,0.00,0.00,33.33,1.47,63,0,0,0,2,3.72,0.00,-4.64,5.36,0.00,1.0000,14.00,2.92,0.99,3.14
18324,0.29,767,0.00,0.00,33.33,1.48,63,0,0,0,2,3.79,0.00,-4.64,5.36,0.00,1.0000,14.00,2.92,0.99,3.14
18527,0.29,778,0.00,0.00,33.33,1.47,63,0,0,0,2,3.74,0.00,-4.64,5.36,0.00,1.0000,14.00,2.92,0.99,3.14
18527,0.29,776,0.00,0.00,33.33,1.48,63,0,0,0,2,3.72,0.00,-4.64,5.39,0.00,1.0000,14.00,2.92,0.99,3.14
18683,0.29,773,0.00,0.00,33.33,1.48,63,0,0,0,2,3.64,0.00,-4.64,5.39,0.00,1.0000,13.50,2.92,0.99,3.14
18718,0.29,764,0.00,0.00,33.33,1.48,63,0,0,0,2,3.62,0.00,-4.64,5.39,0.00,1.0000,14.00,2.92,0.99,3.14
18875,0.28,762,0.00,0.00,33.33,1.48,63,0,0,0,2,3.64,0.00,-4.64,5.39,0.00,1.0000,14.00,2.92,0.99,3.14
18907,0.28,758,0.00,0.00,33.33,1.47,63,0,0,0,2,3.62,0.00,-4.64,5.36,0.00,1.0000,14.50,2.92,0.99,3.14
19073,0.28,764,0.00,0.00,33.33,1.45,63,0,0,0,2,3.59,0.00,-4.64,5.36,0.00,1.0000,15.00,2.92,0.99,3.14
19109,0.28,764,0.00,0.00,33.33,1.45,63,0,0,0,2,3.59,0.00,-4.64,5.35,0.00,1.0000,14.00,2.92,0.99,3.14
19170,0.29,760,0.00,0.00,33.33,1.45,63,0,0,0,2,3.66,0.00,-4.64,5.34,0.00,1.0000,14.50,2.92,0.99,3.14
19293,0.28,763,0.00,0.00,33.33,1.48,63,0,0,0,2,3.57,0.00,-4.64,5.34,0.00,1.0000,14.00,2.92,0.99,3.14
19465,0.28,764,0.00,0.00,33.33,1.47,63,0,0,0,2,3.60,0.00,-4.64,5.35,0.00,1.0000,14.00,2.92,0.99,3.14
19533,0.29,762,0.00,0.00,33.33,1.48,63,0,0,0,2,3.62,0.00,-4.64,5.36,0.00,1.0000,14.50,2.92,0.99,3.14
19636,0.28,761,0.00,0.00,33.33,1.45,63,0,0,0,2,3.65,0.00,-4.64,5.36,0.00,1.0000,14.50,2.92,0.99,3.14
19671,0.28,760,0.00,0.00,33.33,1.45,63,0,0,0,2,3.62,0.00,-4.64,5.36,0.00,1.0000,14.50,2.92,0.99,3.14
19816,0.29,759,0.00,0.00,33.33,1.44,63,0,0,0,2,3.66,0.00,-4.64,5.36,0.00,1.0000,14.50,2.92,0.99,3.14
19857,0.29,755,0.00,0.00,33.33,1.46,63,0,0,0,2,3.64,0.00,-4.64,5.34,0.00,1.0000,14.50,2.92,0.99,3.14
20011,0.29,760,0.00,0.00,33.33,1.47,63,0,0,0,2,3.62,0.00,-4.64,5.34,0.00,1.0000,14.00,2.92,0.99,3.14
20083,0.27,762,0.00,0.00,33.33,1.47,63,0,0,0,2,3.57,0.00,-4.64,5.34,0.00,1.0000,14.50,2.92,0.99,3.14
20175,0.29,769,0.00,0.00,33.33,1.46,63,0,0,0,2,3.62,0.00,-4.64,5.36,0.00,1.0000,14.00,2.92,0.99,3.14
20175,0.28,766,0.00,0.00,33.33,1.46,63,0,0,0,2,3.64,0.00,-4.64,5.35,0.00,1.0000,14.50,2.92,0.99,3.14
20355,0.28,771,0.00,0.00,33.33,1.47,63,0,0,0,2,3.66,0.00,-4.64,5.36,0.00,1.0000,13.50,2.92,0.99,3.14
20406,0.28,758,0.00,0.00,33.33,1.48,63,0,0,0,2,3.62,0.00,-4.64,5.36,0.00,1.0000,13.50,2.92,0.99,3.14
20576,0.30,752,0.00,0.00,33.33,1.45,63,0,0,0,2,3.74,0.00,-4.64,5.36,0.00,1.0000,15.00,2.92,0.99,3.14
20576,0.28,751,0.00,0.00,33.33,1.46,63,0,0,0,2,3.69,0.00,-4.64,5.36,0.00,1.0000,15.00,2.92,0.99,3.14
20621,0.30,756,0.00,0.00,33.33,1.44,63,0,0,0,2,3.69,0.00,-4.64,5.34,0.00,1.0000,15.50,2.92,0.99,3.14
20811,0.30,767,0.00,0.00,33.33,1.45,63,0,0,0,2,3.66,0.00,-4.64,5.34,0.00,1.0000,14.00,2.92,0.99,3.14
20811,0.29,772,0.00,0.00,33.33,1.47,63,0,0,0,2,3.69,0.00,-4.64,5.35,0.00,1.0000,13.50,2.92,0.99,3.14
20995,0.28,767,0.00,0.00,33.33,1.48,63,0,0,0,2,3.59,0.00,-4.64,5.36,0.00,1.0000,13.50,2.92,0.99,3.14
21030,0.29,764,0.00,0.00,33.33,1.48,63,0,0,0,2,3.72,0.00,-4.64,5.36,0.00,1.0000,14.00,2.92,0.99,3.14
21073,0.29,762,0.00,0.00,33.33,1.46,63,0,0,0,2,3.62,0.00,-4.64,5.36,0.00,1.0000,14.50,2.92,0.99,3.14
21230,0.28,775,0.00,0.00,33.33,1.48,63,0,0,0,2,3.55,0.00,-4.64,5.38,0.00,1.0000,14.00,2.92,0.99,3.14
21390,0.28,775,0.00,0.00,33.33,1.48,63,0,0,0,2,3.60,0.00,-4.64,5.38,0.00,1.0000,13.50,2.92,0.99,3.14
21432,0.28,767,0.00,0.00,33.33,1.47,63,0,0,0,2,3.64,0.00,-4.64,5.40,0.00,1.0000,14.00,2.92,0.99,3.14
21581,0.29,770,0.00,0.00,33.33,1.49,63,0,0,0,2,3.69,0.00,-4.64,5.39,0.00,1.0000,13.50,2.92,0.99,3.14
21593,0.28,770,0.00,0.00,33.33,1.49,63,0,0,0,2,3.62,0.00,-4.64,5.38,0.00,1.0000,14.00,2.92,0.99,3.14
21756,0.28,767,0.00,0.00,33.33,1.47,63,0,0,0,2,3.69,0.00,-4.64,5.36,0.00,1.0000,14.00,2.92,0.99,3.14
21796,0.29,763,0.00,0.00,33.33,1.45,63,0,0,0,2,3.67,0.00,-4.64,5.38,0.00,1.0000,14.50,2.92,0.99,3.14
21949,0.30,764,0.00,0.00,33.33,1.45,63,0,0,0,2,3.72,0.00,-4.64,5.36,0.00,1.0000,14.50,2.92,0.99,3.14
21971,0.29,764,0.00,0.00,33.33,1.48,63,0,0,0,2,3.79,0.00,-4.64,5.36,0.00,1.0000,13.50,2.92,0.99,3.14
22137,0.30,769,0.00,0.00,33.33,1.48,63,0,0,0,2,3.69,0.00,-4.64,5.36,0.00,1.0000,13.50,2.92,0.99,3.14
22137,0.29,756,0.00,0.00,33.33,1.47,63,0,0,0,2,3.72,0.00,-4.64,5.38,0.00,1.0000,15.00,2.92,0.99,3.14
22308,0.29,775,0.00,0.00,33.33,1.46,63,0,0,0,2,3.67,0.00,-4.64,5.36,0.00,1.0000,14.50,2.92,0.99,3.14
22355,0.28,777,0.00,0.00,33.33,1.48,63,0,0,0,2,3.67,0.00,-4.64,5.37,0.00,1.0000,13.50,2.92,0.99,3.14
22512,0.28,783,0.00,0.00,33.33,1.50,63,0,0,0,2,3.62,0.00,-4.64,5.38,0.00,1.0000,13.00,2.92,0.99,3.14
22512,0.28,778,0.00,0.00,33.33,1.50,63,0,0,0,2,3.62,0.00,-4.62,5.39,0.00,1.0000,13.00,2.92,0.99,3.14
22611,0.28,775,0.00,0.00,33.33,1.51,63,0,0,0,2,3.79,0.00,-4.62,5.40,0.00,1.0000,13.50,2.92,0.99,3.14
22749,0.29,781,0.00,0.00,33.33,1.49,63,0,0,0,2,3.67,0.00,-4.62,5.39,0.00,1.0000,13.50,2.92,0.99,3.14
22860,0.28,777,0.00,0.00,33.33,1.49,63,0,0,0,2,3.77,0.00,-4.64,5.41,0.00,1.0000,13.50,2.92,0.99,3.14
22891,0.29,775,0.00,0.00,33.33,1.48,63,0,0,0,2,3.62,0.00,-4.64,5.41,0.00,1.0000,13.50,2.92,0.99,3.14
23026,0.28,770,0.00,0.00,33.33,1.49,63,0,0,0,2,3.69,0.00,-4.64,5.40,0.00,1.0000,13.50,2.92,0.99,3.14
23061,0.29,766,0.00,0.00,33.33,1.49,63,0,0,0,2,3.72,0.00,-4.64,5.41,0.00,1.0000,14.00,2.92,0.99,3.14
23215,0.29,765,0.00,0.00,33.33,1.47,63,0,0,0,2,3.64,0.00,-4.64,5.41,0.00,1.0000,14.00,2.92,0.99,3.14
23249,0.28,767,0.00,0.00,33.33,1.47,63,0,0,0,2,3.67,0.00,-4.64,5.41,0.00,1.0000,14.50,2.92,0.99,3.14
23420,0.29,768,0.00,0.00,33.33,1.46,63,0,0,0,2,3.62,0.00,-4.64,5.40,0.00,1.0000,14.00,2.92,0.99,3.14
23438,0.29,759,0.00,0.00,33.33,1.46,63,0,0,0,2,3.67,0.00,-4.64,5.41,0.00,1.0000,14.50,2.92,0.99,3.14
23611,0.28,754,0.00,0.00,33.33,1.46,63,0,0,0,2,3.55,0.00,-4.62,5.40,0.00,1.0000,14.50,2.92,0.99,3.14
23624,0.29,754,0.00,0.00,33.33,1.46,63,0,0,0,2,3.69,0.00,-4.62,5.39,0.00,1.0000,15.00,2.92,0.99,3.14
23792,0.29,756,0.00,0.00,33.33,1.45,63,0,0,0,2,3.65,0.00,-4.62,5.39,0.00,1.0000,15.00,2.92,0.99,3.14
23828,0.28,760,0.00,0.00,33.33,1.45,63,0,0,0,2,3.60,0.00,-4.62,5.38,0.00,1.0000,15.00,2.92,0.99,3.14
23828,0.29,755,0.00,0.00,33.33,1.44,63,0,0,0,2,3.64,0.00,-4.62,5.37,0.00,1.0000,15.00,2.92,0.99,3.14
24031,0.29,756,0.00,0.00,33.33,1.44,63,0,0,0,2,3.67,0.00,-4.62,5.38,0.00,1.0000,15.00,2.92,0.99,3.14
24046,0.29,757,0.00,0.00,33.33,1.46,63,0,0,0,2,3.57,0.00,-4.62,5.37,0.00,1.0000,14.50,2.92,0.99,3.14
24218,0.29,764,0.00,0.00,33.33,1.47,63,0,0,0,2,3.55,0.00,-4.64,5.36,0.00,1.0000,14.00,2.92,0.99,3.14
24247,0.28,770,0.00,0.00,33.33,1.48,63,0,0,0,2,3.55,0.00,-4.64,5.38,0.00,1.0000,13.50,2.92,0.99,3.14
24402,0.27,774,0.00,0.00,33.33,1.47,63,0,0,0,2,3.52,0.00,-4.64,5.39,0.00,1.0000,14.00,2.92,0.99,3.14
24436,0.29,774,0.00,0.00,33.33,1.48,63,0,0,0,2,3.62,0.00,-4.62,5.42,0.00,1.0000,13.50,2.92,0.99,3.14
24590,0.29,762,0.00,0.00,33.33,1.46,63,0,0,0,2,3.69,0.00,-4.62,5.42,0.00,1.0000,14.50,2.92,0.99,3.14
24609,0.29,754,0.00,0.00,33.33,1.46,63,0,0,0,2,3.57,0.00,-4.62,5.42,0.00,1.0000,14.50,2.92,0.99,3.14
24746,0.29,756,0.00,0.00,33.33,1.46,63,0,0,0,2,3.69,0.00,-4.62,5.39,0.00,1.0000,15.00,2.92,0.99,3.14
24782,0.29,753,0.00,0.00,33.33,1.45,63,0,0,0,2,3.64,0.00,-4.62,5.39,0.00,1.0000,15.00,2.92,0.99,3.14
24918,0.30,753,0.00,0.00,33.33,1.43,63,0,0,0,2,3.69,0.00,-4.62,5.37,0.00,1.0000,15.50,2.92,0.99,3.14
24969,0.30,758,0.00,0.00,33.33,1.44,63,0,0,0,2,3.64,0.00,-4.62,5.37,0.00,1.0000,14.50,2.92,0.99,3.14
25136,0.29,762,0.00,0.00,33.33,1.45,63,0,0,0,2,3.57,0.00,-4.62,5.37,0.00,1.0000,14.50,2.92,0.99,3.14
25171,0.28,757,0.00,0.00,33.33,1.46,63,0,0,0,2,3.57,0.00,-4.62,5.37,0.00,1.0000,14.50,2.92,0.99,3.14
25326,0.29,752,0.00,0.00,33.33,1.46,63,0,0,0,2,3.77,0.00,-4.62,5.37,0.00,1.0000,15.00,2.92,0.99,3.14
25326,0.29,755,0.00,0.00,33.33,1.46,63,0,0,0,2,3.66,0.00,-4.62,5.37,0.00,1.0000,14.50,2.92,0.99,3.14
25518,0.30,752,0.00,0.00,33.33,1.43,63,0,0,0,2,3.66,0.00,-4.62,5.37,0.00,1.0000,15.50,2.92,0.99,3.14
25558,0.29,759,0.00,0.00,33.33,1.44,63,0,0,0,2,3.57,0.00,-4.62,5.28,0.00,1.0000,15.00,2.92,0.99,3.14
25715,0.29,767,0.00,0.00,33.33,1.46,63,0,0,0,2,3.67,0.00,-4.62,5.21,0.00,1.0000,14.00,2.92,0.99,3.14
25750,0.29,778,0.00,0.00,33.33,1.49,63,0,0,0,2,3.77,0.00,-4.62,5.20,0.00,1.0000,13.50,2.92,0.99,3.14
25827,0.29,782,0.00,0.00,33.33,1.51,63,0,0,0,2,3.64,0.00,-4.62,5.22,0.00,1.0000,13.00,2.92,0.99,3.14
25921,0.28,780,0.00,0.00,33.33,1.50,63,0,0,0,2,3.67,0.00,-4.62,5.27,0.00,1.0000,14.00,3.07,0.99,3.14
26059,0.29,781,0.00,0.00,33.33,1.49,63,0,0,0,2,4.02,0.00,-4.62,5.26,0.00,1.0000,17.00,4.09,0.99,4.31
26104,0.38,763,0.00,0.00,33.33,1.63,63,0,0,0,2,2.87,0.00,-4.62,4.92,0.00,1.0000,24.00,4.52,0.99,5.10
26245,0.51,740,0.00,0.00,33.33,1.90,63,0,0,0,2,7.54,0.00,-4.62,4.37,0.00,1.0000,29.00,7.14,0.89,7.06
26279,0.73,713,0.00,0.00,33.33,2.60,63,0,0,0,3,10.23,0.00,-4.62,3.35,0.00,1.0000,29.00,8.16,0.66,8.63
26341,0.92,760,0.00,0.00,33.33,2.98,63,0,0,0,3,11.01,0.00,-4.62,3.08,0.00,1.0000,28.00,10.05,0.63,8.63
26481,1.03,916,0.00,0.00,66.67,3.98,63,0,0,0,4,14.55,0.00,-4.62,1.56,0.00,1.0000,26.50,10.77,0.67,11.37
26651,0.82,1104,0.00,0.00,66.67,4.46,63,0,0,0,4,11.69,0.00,-3.56,-0.60,0.00,1.0000,28.00,7.87,0.79,9.41
26672,0.51,1328,0.00,0.00,66.67,4.46,63,0,0,0,4,12.15,0.00,-4.89,0.84,0.00,1.0000,38.00,10.48,1.15,8.63
26824,0.80,1524,0.00,0.00,66.67,6.69,63,0,0,0,4,23.78,0.00,-4.76,-0.06,0.00,1.0000,32.00,14.70,0.96,16.08
26895,0.95,1807,0.00,0.00,66.67,7.27,63,0,0,0,4,22.42,0.00,-4.02,-2.10,0.00,1.0000,28.50,13.53,0.77,16.47
26999,0.29,2013,0.00,0.00,33.33,5.03,63,0,0,0,4,6.34,0.00,-5.98,0.34,0.00,1.0000,40.50,4.81,1.21,5.10
27042,0.13,2019,0.00,0.00,33.33,3.06,63,0,0,0,4,3.56,0.00,-5.80,4.14,0.00,1.0000,26.50,2.92,1.52,3.14
27204,0.15,1964,0.00,0.00,33.33,2.95,63,0,0,0,4,9.40,0.00,-5.72,4.82,0.00,1.0000,33.50,8.59,1.07,8.63
27215,0.78,2018,0.00,0.00,33.33,6.36,63,0,0,0,4,26.90,0.00,-5.70,1.43,0.00,1.0000,42.50,13.97,0.69,16.47
27359,0.14,2042,0.00,0.00,33.33,3.10,63,0,0,0,4,3.42,0.00,-5.74,4.92,0.00,1.0000,28.00,2.92,1.59,3.14
27359,0.41,2092,0.00,0.00,33.33,3.56,63,0,0,0,4,9.74,0.00,-5.14,2.44,0.00,1.0000,43.00,4.81,1.50,5.88
27530,0.11,1920,0.00,0.00,33.33,2.51,63,0,0,0,4,6.90,0.00,-5.76,5.92,0.00,1.0000,31.50,8.16,1.45,4.31
27611,0.79,1887,0.00,0.00,33.33,6.37,63,0,0,0,4,30.57,0.00,-5.36,2.24,0.00,1.0000,42.50,16.58,0.62,18.04
27611,0.96,2093,0.00,0.00,66.67,7.60,63,0,0,0,4,31.11,0.00,-3.83,-0.64,0.00,1.0000,37.00,17.46,0.67,18.82
27800,0.43,2248,0.00,0.00,33.33,5.67,61,0,0,0,4,8.94,0.00,-5.74,0.22,0.00,1.0000,43.50,7.28,1.20,7.84
27826,0.13,2222,0.00,0.00,33.33,3.82,61,0,0,0,4,3.43,0.00,-5.76,4.22,0.00,1.0000,25.50,3.07,1.56,3.53
27987,0.08,2106,0.00,0.00,33.33,2.76,61,0,0,0,4,3.24,0.00,-5.82,5.28,0.00,1.0000,32.50,2.92,1.35,3.14
28013,0.10,1944,0.00,0.00,33.33,2.13,61,0,0,0,4,3.72,0.00,-5.80,6.65,0.00,1.0000,33.00,11.50,1.08,3.92
28168,0.64,1902,0.00,0.00,33.33,4.85,61,0,0,0,4,28.25,0.00,-5.76,4.41,0.00,1.0000,43.50,17.17,0.62,17.25
28203,1.01,2037,0.00,0.00,66.67,7.84,61,0,0,0,4,31.09,0.00,-3.81,-0.55,0.00,1.0000,37.50,17.75,0.70,18.82
28280,0.33,2171,0.00,0.00,33.33,4.58,61,0,0,0,4,6.17,0.00,-4.56,2.01,0.00,1.0000,43.00,4.23,0.96,5.10
28371,0.12,2126,0.00,0.00,33.33,3.21,61,0,0,0,4,3.40,0.00,-5.78,4.07,0.00,1.0000,26.50,3.07,1.62,3.14
28551,0.09,2006,0.00,0.00,33.33,2.63,61,0,0,0,4,3.33,0.00,-5.80,5.56,0.00,1.0000,35.50,3.22,1.06,3.14
28577,0.22,1912,0.00,0.00,33.33,4.11,61,0,0,0,4,17.79,0.00,-5.80,6.40,0.00,1.0000,37.50,13.39,0.74,13.73
28733,1.00,1968,0.00,0.00,66.67,7.86,61,0,0,0,4,33.80,0.00,-4.25,0.89,0.00,1.0000,41.50,18.33,0.59,19.22
28746,0.91,2198,0.00,0.00,66.67,6.27,61,0,0,0,4,15.51,0.00,-3.64,-0.26,0.00,1.0000,42.00,9.90,1.12,14.90
28904,0.17,2240,0.00,0.00,33.33,3.82,61,0,0,0,4,3.89,0.00,-5.76,4.04,0.00,1.0000,34.00,3.07,1.44,3.92
28918,0.09,2132,0.00,0.00,33.33,2.78,61,0,0,0,4,2.89,0.00,-5.82,4.96,0.00,1.0000,31.00,2.92,1.59,3.14
29097,0.12,2027,0.00,0.00,33.33,3.50,61,0,0,0,4,16.02,0.00,-5.82,5.34,0.00,1.0000,35.00,8.16,1.26,10.59
29122,0.97,2084,0.00,0.00,33.33,7.36,61,0,0,0,4,36.57,0.00,-5.16,1.97,0.00,1.0000,43.00,19.20,0.60,20.00
29280,0.87,2251,0.00,0.00,66.67,6.09,61,0,0,0,4,17.74,0.00,-3.98,-0.85,0.00,1.0000,44.00,12.66,0.88,13.33
29310,0.16,2279,0.00,0.00,33.33,3.90,61,0,0,0,4,4.42,0.00,-5.76,3.97,0.00,1.0000,32.50,3.07,1.41,3.92
29472,0.09,2188,0.00,0.00,33.33,2.85,61,0,0,0,4,3.61,0.00,-5.84,4.91,0.00,1.0000,33.00,3.07,1.07,3.14
29498,0.12,2007,0.00,0.00,33.33,2.67,61,0,0,0,4,9.48,0.00,-5.84,7.92,0.00,1.0000,34.50,15.28,1.26,5.49
29640,0.99,2197,0.00,0.00,66.67,7.34,61,0,0,0,4,28.11,0.00,-1.47,-0.31,0.00,1.0000,34.00,19.64,0.88,19.61
29640,1.11,2049,0.00,0.00,66.67,8.62,61,0,0,0,4,45.97,0.00,-5.80,4.76,0.00,1.0000,38.50,24.14,0.52,23.92
29829,0.22,2340,0.00,0.00,33.33,4.46,61,0,0,0,4,6.15,0.00,-5.78,2.50,0.00,1.0000,44.50,4.81,1.18,5.49
29890,0.14,2387,0.00,0.00,33.33,3.53,61,0,0,0,4,4.92,0.00,-5.86,3.76,0.00,1.0000,33.00,4.38,1.22,4.71
30047,0.12,2356,0.00,0.00,33.33,3.05,61,0,0,0,4,5.95,0.00,-5.90,5.19,0.00,1.0000,29.50,5.40,1.30,4.71
30081,0.17,2324,0.00,0.00,33.33,3.00,61,0,0,0,4,7.09,0.00,-5.90,5.37,0.00,1.0000,28.00,5.54,1.07,5.88
30251,0.18,2270,0.00,0.00,33.33,2.92,61,0,0,0,4,7.24,0.00,-5.90,5.32,0.00,1.0000,29.50,5.69,1.06,5.88
30264,0.19,2229,0.00,0.00,33.33,2.87,61,0,0,0,4,7.13,0.00,-5.88,5.32,0.00,1.0000,28.00,5.69,1.05,5.88
30417,0.20,2163,0.00,0.00,33.33,2.82,61,0,0,0,4,7.17,0.00,-5.86,5.33,0.00,1.0000,26.00,5.40,1.05,5.88
30434,0.20,2102,0.00,0.00,33.33,2.72,61,0,0,0,4,6.68,0.00,-5.84,5.36,0.00,1.0000,24.50,4.96,1.04,5.49
30607,0.18,2045,0.00,0.00,33.33,2.64,61,0,0,0,4,5.98,0.00,-5.80,5.53,0.00,1.0000,23.00,4.81,1.04,5.10
30607,0.17,1950,0.00,0.00,33.33,2.54,61,0,0,0,4,5.24,0.00,-5.78,5.54,0.00,1.0000,20.50,4.23,1.04,4.71
30764,0.17,1846,0.00,0.00,33.33,2.41,61,0,0,0,4,4.84,0.00,-5.74,5.44,0.00,1.0000,19.00,3.94,1.03,4.31
30777,0.16,1739,0.00,0.00,33.33,2.27,61,0,0,0,4,4.99,0.00,-5.80,5.21,0.00,1.0000,19.00,3.80,1.03,3.92
30936,0.18,1668,0.00,0.00,33.33,2.18,61,0,0,0,4,4.89,0.00,-5.88,5.27,0.00,1.0000,19.00,3.51,1.02,3.53
30972,0.16,1555,0.00,0.00,33.33,2.05,61,0,0,0,4,3.74,0.00,-5.99,5.39,0.00,1.0000,19.00,2.92,1.03,3.14
31105,0.26,1439,0.00,0.00,33.33,2.73,61,0,0,0,4,15.17,0.00,-5.98,5.10,0.00,1.0000,22.50,8.30,1.02,10.98
31105,0.16,1448,0.00,0.00,33.33,1.91,61,0,0,0,4,4.02,0.00,-6.03,5.53,0.00,1.0000,21.50,2.92,1.03,3.14
31297,1.13,1608,0.00,0.00,33.33,7.13,61,0,0,0,4,29.65,0.00,-5.18,1.62,0.00,1.0000,23.50,16.73,0.54,17.25
31370,0.60,1891,0.00,0.00,66.67,5.36,61,0,0,0,4,12.76,0.00,-4.91,-0.81,0.00,1.0000,41.00,8.16,0.89,8.63
31432,0.14,2032,0.00,0.00,33.33,3.42,61,0,0,0,4,3.72,0.00,-6.03,3.80,0.00,1.0000,32.50,3.07,1.39,3.53
31581,0.10,2023,0.00,0.00,33.33,2.63,61,0,0,0,4,3.26,0.00,-5.84,4.52,0.00,1.0000,22.50,3.07,1.41,3.14
31590,0.11,1939,0.00,0.00,33.33,2.56,61,0,0,0,4,3.87,0.00,-5.76,5.77,0.00,1.0000,28.50,3.65,1.27,3.14
31765,0.20,1894,0.00,0.00,33.33,2.85,61,0,0,0,4,12.91,0.00,-5.74,5.65,0.00,1.0000,35.00,11.64,1.04,8.63
31765,0.87,1949,0.00,0.00,33.33,6.56,61,0,0,0,4,29.75,0.00,-5.80,0.91,0.00,1.0000,44.00,15.42,0.63,17.25
31949,0.46,2107,0.00,0.00,33.33,4.40,61,0,0,0,4,8.32,0.00,-4.70,1.95,0.00,1.0000,44.50,5.10,0.68,7.84
31949,0.13,2123,0.00,0.00,33.33,3.63,61,0,0,0,4,3.77,0.00,-5.74,4.66,0.00,1.0000,27.00,3.36,1.54,3.53
32111,0.10,2046,0.00,0.00,33.33,2.66,61,0,0,0,4,3.54,0.00,-5.80,5.48,0.00,1.0000,30.00,2.92,1.38,3.14
32153,0.11,1902,0.00,0.00,33.33,2.52,61,0,0,0,4,3.82,0.00,-5.76,5.83,0.00,1.0000,34.50,2.92,1.05,3.14
32296,0.20,1798,0.00,0.00,33.33,2.72,61,0,0,0,4,12.73,0.00,-5.74,6.02,0.00,1.0000,34.50,12.37,1.05,8.63
